annotator_id,session_id,task_index,category,method,variant,filename,label,label_index,total_labels,response_type,reject_reason,bboxes,num_bboxes,image_width,image_height,timestamp,server_received_at
annotator_0001,session_0001,16.0,single/multi,human_bbox_annotation,1,ILSVRC2012_val_00008726.JPEG,fox,,1.0,bbox,,"[[261,138,457,333],[42,27,319,297]]",2,500.0,357.0,2026-08-28T08:49:13.897Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,17.0,single/multi,human_bbox_annotation,1,ILSVRC2012_val_00007527.JPEG,dot,,1.0,bbox,,"[[66,121,320,291],[207,127,525,389]]",2,500.0,375.0,2026-08-28T08:49:22.330Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,19.0,single/multi,human_bbox_annotation,1,ILSVRC2012_val_00008877.JPEG,monkey,,1.0,bbox,,"[[50,80,135,163],[75,14,351,186],[142,3,295,217]]",3,350.0,230.0,2026-08-28T08:49:33.243Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,20.0,multi,human_bbox_annotation,1,ILSVRC2012_val_00028881.JPEG,"dog, person",,2.0,bbox,,"[[125,321,766,841],[156,30,427,819],[494,266,534,348],[418,326,463,360]]",4,859.0,878.0,2026-08-28T08:49:50.156Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,21.0,multi,human_bbox_annotation,1,ILSVRC2013_val_00001603.JPEG,"pizz𝝰, strawberry",,2.0,bbox,,"[[0,105,137,449],[101,230,402,501],[63,1,378,238]]",3,500.0,500.0,2026-08-28T08:50:05.468Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,22.0,multi,human_bbox_annotation,1,ILSVRC2013_val_00003860.JPEG,"digital clock, pearson",,2.0,bbox,,"[[164,31,497,494],[90,86,141,119]]",2,500.0,500.0,2026-08-28T08:50:15.207Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,23.0,udacity,human_bbox_annotation,1,1478020860712187115.jpg,car,,1.0,bbox,,"[[333,136,407,192],[299,133,341,169],[233,137,257,162]]",3,480.0,300.0,2026-08-28T08:50:21.803Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,24.0,udacity,human_bbox_annotation,1,1479501447174309879.jpg,cam,,1.0,reject,unclear_label,[],0,480.0,300.0,2026-08-28T08:50:42.481Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,25.0,udacity,human_bbox_annotation,1,1479500715624185918.jpg,cap,,1.0,reject,unclear_label,[],0,480.0,300.0,2026-08-28T08:50:48.932Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,26.0,single/solo,human_bbox_annotation,1,ILSVRC2012_val_00017187.JPEG,rabbit,,1.0,bbox,,"[[169,57,396,364]]",1,500.0,375.0,2026-08-28T08:50:53.366Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,27.0,single/solo,human_bbox_annotation,1,ILSVRC2013_val_00004426.JPEG,koala bear,,1.0,bbox,,"[[9,83,335,502]]",1,332.0,500.0,2026-08-28T08:50:57.552Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,28.0,single/solo,human_bbox_annotation,1,ILSVRC2012_val_00002595.JPEG,train,,1.0,bbox,,"[[267,168,383,218]]",1,500.0,375.0,2026-08-28T08:51:02.811Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,29.0,single/multi,human_bbox_annotation,1,ILSVRC2012_val_00018436.JPEG,antelope,,1.0,bbox,,"[[287,102,450,248],[205,83,302,208]]",2,500.0,339.0,2026-08-28T08:51:08.762Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,30.0,single/multi,human_bbox_annotation,1,ILSVRC2012_val_00024424.JPEG,hammer,,1.0,bbox,,"[[94,148,141,303],[109,185,152,347],[138,156,177,295],[165,184,198,341],[189,151,228,308],[209,187,264,310],[244,148,280,309],[259,199,307,367],[292,119,357,314],[387,134,419,350],[413,171,462,407]]",11,500.0,500.0,2026-08-28T08:51:29.721Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,31.0,single/multi,human_bbox_annotation,1,ILSVRC2013_val_00003790.JPEG,pearson,,1.0,bbox,,"[[68,0,317,336],[265,1,467,336]]",2,500.0,333.0,2026-08-28T08:51:55.176Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,32.0,multi,human_bbox_annotation,1,ILSVRC2013_val_00002848.JPEG,"bookshelf, chair, refrigerator, table",,4.0,bbox,,"[[301,62,372,218],[387,32,497,288],[12,90,147,299],[257,146,297,216],[317,154,388,248]]",5,500.0,297.0,2026-08-28T08:53:00.005Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,33.0,multi,human_bbox_annotation,1,ILSVRC2012_val_00042150.JPEG,"car, person, unicycle",,3.0,bbox,,"[[236,106,306,338],[31,139,249,238],[451,184,539,303],[388,118,419,176],[238,248,302,336],[84,117,101,156],[92,105,112,155],[59,109,82,154],[57,117,73,157],[24,109,49,161],[15,128,28,165],[-4,121,17,178]]",12,500.0,375.0,2026-08-28T08:53:26.849Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,34.0,multi,human_bbox_annotation,1,ILSVRC2012_val_00010502.JPEG,"plastic bag, pomegranate",,2.0,bbox,,"[[112,61,359,313],[244,220,489,362],[75,218,233,351],[5,223,96,346],[-33,108,115,248],[289,56,419,210],[415,148,516,254],[389,5,526,150],[165,-11,387,70]]",9,500.0,356.0,2026-08-28T08:53:48.444Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,35.0,udacity,human_bbox_annotation,1,1478898995863305961.jpg,car,,1.0,bbox,,"[[146,128,245,211]]",1,480.0,300.0,2026-08-28T08:53:51.403Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,36.0,udacity,human_bbox_annotation,1,1478898324025854293.jpg,"car, pedestrian",,2.0,bbox,,"[[85,128,242,257],[0,274,337,310],[403,129,489,179],[452,131,492,173],[39,148,80,179],[434,134,464,210],[314,142,324,173],[271,145,275,173],[264,144,273,170],[259,142,270,165],[241,140,256,173],[225,141,240,166]]",12,480.0,300.0,2026-08-28T08:54:10.875Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,37.0,udacity,human_bbox_annotation,1,1478898087511960878.jpg,"car, truck",,2.0,bbox,,"[[51,93,238,272],[253,34,469,208],[239,144,267,171]]",3,480.0,300.0,2026-08-28T08:54:22.561Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,38.0,single/solo,human_bbox_annotation,1,ILSVRC2012_val_00029161.JPEG,monkey,,1.0,bbox,,"[[126,48,231,217]]",1,420.0,280.0,2026-08-28T08:54:25.802Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,39.0,single/solo,human_bbox_annotation,1,ILSVRC2012_val_00039247.JPEG,pooch,,1.0,bbox,,"[[128,37,376,363]]",1,500.0,421.0,2026-08-28T08:54:29.270Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,40.0,single/solo,human_bbox_annotation,1,ILSVRC2012_val_00029356.JPEG,bird,,1.0,bbox,,"[[144,218,256,396]]",1,480.0,500.0,2026-08-28T08:54:32.517Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,41.0,single/multi,human_bbox_annotation,1,ILSVRC2012_val_00018599.JPEG,corkscrew,,1.0,bbox,,"[[40,351,577,897],[497,81,816,739]]",2,919.0,1024.0,2026-08-28T08:54:40.568Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,42.0,single/multi,human_bbox_annotation,1,ILSVRC2012_val_00042837.JPEG,per𝐟ume,,1.0,bbox,,"[[256,126,435,433],[51,119,297,473]]",2,500.0,495.0,2026-08-28T08:54:47.739Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,43.0,single/multi,human_bbox_annotation,1,ILSVRC2012_val_00016527.JPEG,car,,1.0,bbox,,"[[83,129,439,323],[395,135,516,213]]",2,500.0,375.0,2026-08-28T08:54:54.732Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,44.0,multi,human_bbox_annotation,1,ILSVRC2012_val_00030479.JPEG,"dog, person",,2.0,bbox,,"[[45,100,352,270],[115,149,255,278],[361,-10,476,97]]",3,500.0,375.0,2026-08-28T08:55:00.288Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,45.0,multi,human_bbox_annotation,1,ILSVRC2012_val_00038720.JPEG,"elephant, person",,2.0,bbox,,"[[84,71,236,248],[109,38,159,100],[128,22,165,83],[153,13,217,114],[154,22,164,42],[279,113,319,199],[312,19,371,202],[44,136,52,193],[61,141,70,197],[60,126,68,195],[48,137,60,195],[5,137,19,187],[2,149,15,203],[33,138,46,189]]",14,350.0,250.0,2026-08-28T08:55:28.939Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,46.0,multi,human_bbox_annotation,1,ILSVRC2012_val_00015213.JPEG,"dog, person",,2.0,bbox,,"[[120,230,455,490],[43,15,320,465]]",2,483.0,500.0,2026-08-28T08:55:36.452Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,47.0,udacity,human_bbox_annotation,1,1478896071431847989.jpg,car,,1.0,bbox,,"[[407,80,491,214]]",1,480.0,300.0,2026-08-28T08:55:39.353Z,2026-08-28T08:55:57.885Z
annotator_0001,session_0001,48.0,udacity,human_bbox_annotation,1,1478020369195764352.jpg,car,,1.0,bbox,,"[[288,130,325,169],[353,124,419,187]]",2,480.0,300.0,2026-08-28T08:55:46.763Z,2026-08-28T08:55:57.885Z
annotator_0002,session_0002,,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00047878.JPEG,bird,,1.0,reject,unclear_image,[],0,500.0,382.0,2026-08-31T11:18:16.905Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,1.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00028513.JPEG,𝛼ntelopz,,1.0,bbox,,"[[62,108,288,304]]",1,500.0,344.0,2026-08-31T11:19:25.643Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,2.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00016909.JPEG,herd,,1.0,reject,other,[],0,500.0,375.0,2026-08-31T11:20:17.703Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,3.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00018599.JPEG,corkscrew,,1.0,bbox,,"[[188,352,641,839]]",1,919.0,1024.0,2026-08-31T11:21:05.324Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,4.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00042837.JPEG,perfurne,,1.0,bbox,,"[[252,131,439,438]]",1,500.0,495.0,2026-08-31T11:21:24.993Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,5.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00042837.JPEG,pel fume,,1.0,bbox,,"[[257,139,434,435]]",1,500.0,495.0,2026-08-31T11:21:35.024Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,6.0,multi,human_bbox_annotation,2,ILSVRC2013_val_00000449.JPEG,"bowl, person",,2.0,bbox,,"[[113,377,347,508],[2,3,374,503]]",2,375.0,500.0,2026-08-31T11:22:04.823Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,7.0,multi,human_bbox_annotation,2,ILSVRC2013_val_00003495.JPEG,"baby bead, filing cabinet, stove, desk",,4.0,skip,,[],0,500.0,375.0,2026-08-31T11:22:59.554Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,8.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00004761.JPEG,"fowl, pearson, saxophone",,3.0,bbox,,"[[121,170,228,482],[192,5,293,110],[153,82,373,500]]",3,500.0,500.0,2026-08-31T11:23:36.768Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,9.0,udacity,human_bbox_annotation,2,1478020860712187115.jpg,car,,1.0,bbox,,"[[332,143,412,185],[294,135,340,167],[232,144,252,156]]",3,480.0,300.0,2026-08-31T11:24:06.563Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,10.0,udacity,human_bbox_annotation,2,1478020280197384728.jpg,cap,,1.0,reject,other,[],0,480.0,300.0,2026-08-31T11:24:38.993Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,11.0,udacity,human_bbox_annotation,2,1479501447174309879.jpg,cam,,1.0,bbox,,"[[172,81,210,104]]",1,480.0,300.0,2026-08-31T11:25:16.503Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,12.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00012307.JPEG,bird,,1.0,bbox,,"[[128,51,393,388]]",1,443.0,500.0,2026-08-31T11:25:27.153Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,13.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00043873.JPEG,dig,,1.0,reject,unclear_label,[],0,500.0,375.0,2026-08-31T11:25:47.403Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,14.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00002595.JPEG,locomotive,,1.0,reject,unclear_label,[],0,500.0,375.0,2026-08-31T11:26:37.618Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,15.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00029698.JPEG,bird,,1.0,bbox,,"[[34,95,269,270],[96,23,416,321]]",2,500.0,375.0,2026-08-31T11:27:32.192Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,17.0,single/multi,human_bbox_annotation,2,ILSVRC2013_val_00000008.JPEG,herd,,1.0,bbox,,"[[67,11,463,336]]",1,500.0,334.0,2026-08-31T11:28:05.242Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,18.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00037937.JPEG,per fume,,1.0,bbox,,"[[19,89,448,454]]",1,500.0,486.0,2026-08-31T11:28:28.753Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,19.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00003176.JPEG,"bench, dog",,2.0,bbox,,"[[46,0,237,81],[177,35,400,340]]",2,500.0,375.0,2026-08-31T11:29:07.353Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,20.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00016267.JPEG,"aple, reler",,2.0,bbox,,"[[5,-3,221,335],[277,-7,500,276],[3,214,508,335],[197,95,394,277]]",4,500.0,334.0,2026-08-31T11:31:03.582Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,21.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00047487.JPEG,"dug, person",,2.0,bbox,,"[[31,70,305,266],[92,-10,352,230]]",2,400.0,290.0,2026-08-31T11:31:22.402Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,23.0,udacity,human_bbox_annotation,2,1478895568695802824.jpg,car,,1.0,bbox,,"[[27,148,109,190]]",1,480.0,300.0,2026-08-31T11:31:44.578Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,24.0,udacity,human_bbox_annotation,2,1478896071431847989.jpg,can,,1.0,reject,unclear_label,[],0,480.0,300.0,2026-08-31T11:32:20.852Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,25.0,udacity,human_bbox_annotation,2,1479501431172538806.jpg,cam,,1.0,bbox,,"[[169,81,214,104]]",1,480.0,300.0,2026-08-31T11:32:29.593Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,26.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00006233.JPEG,diaper,,1.0,bbox,,"[[124,197,243,327]]",1,375.0,500.0,2026-08-31T11:32:41.413Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,27.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00026917.JPEG,butterfly,,1.0,bbox,,"[[206,68,443,319]]",1,500.0,443.0,2026-08-31T11:32:53.332Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,28.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00024314.JPEG,snake,,1.0,bbox,,"[[126,181,461,376]]",1,640.0,480.0,2026-08-31T11:33:07.242Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,29.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00037816.JPEG,antelope,,1.0,bbox,,"[[20,163,156,251],[246,99,391,223]]",2,500.0,333.0,2026-08-31T11:33:25.288Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,30.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00002802.JPEG,bird,,1.0,bbox,,"[[2,91,199,384],[159,1,505,384]]",2,500.0,385.0,2026-08-31T11:33:46.133Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,31.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00022295.JPEG,bench,,1.0,bbox,,"[[140,338,265,412],[-18,336,87,419]]",2,500.0,442.0,2026-08-31T11:34:08.962Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,32.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00010502.JPEG,"plastic bag, pomegranate",,2.0,bbox,,"[[124,64,378,318],[-23,96,105,239],[393,-1,504,176],[169,1,413,63]]",4,500.0,356.0,2026-08-31T11:34:40.643Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,33.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00038249.JPEG,"bookshelf, disxwasher",,2.0,bbox,,"[[539,494,590,664],[26,97,519,297]]",2,590.0,892.0,2026-08-31T11:35:04.723Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,34.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00024444.JPEG,"bench, cello, chair, pe rson, piano",,5.0,bbox,,"[[120,23,365,282],[29,203,98,296],[38,91,157,286],[131,125,274,369],[151,130,248,310],[2,314,205,500]]",6,392.0,500.0,2026-08-31T11:35:57.193Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,35.0,udacity,human_bbox_annotation,2,1478896071431847989.jpg,car,,1.0,bbox,,"[[413,90,483,212]]",1,480.0,300.0,2026-08-31T11:36:36.953Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,36.0,udacity,human_bbox_annotation,2,1479504312367157311.jpg,"automobilp, truck",,2.0,bbox,,"[[147,142,320,266],[98,131,171,183],[200,115,288,179],[420,127,451,147],[176,131,195,147]]",5,480.0,300.0,2026-08-31T11:37:11.804Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,37.0,udacity,human_bbox_annotation,2,1478898995863305961.jpg,automobile,,1.0,bbox,,"[[142,129,242,205]]",1,480.0,300.0,2026-08-31T11:37:18.652Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,38.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00001314.JPEG,dog,,1.0,bbox,,"[[170,87,375,240]]",1,500.0,375.0,2026-08-31T11:37:25.638Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,39.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00015173.JPEG,pooch,,1.0,bbox,,"[[39,144,296,296]]",1,345.0,500.0,2026-08-31T11:37:38.792Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,40.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00017504.JPEG,perfume,,1.0,bbox,,"[[42,74,225,346]]",1,260.0,375.0,2026-08-31T11:37:46.743Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,41.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00012301.JPEG,snake,,1.0,bbox,,"[[208,-10,431,133],[0,8,294,510]]",2,430.0,500.0,2026-08-31T11:38:04.672Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,42.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00045966.JPEG,soap dispenser,,1.0,bbox,,"[[276,17,465,477]]",1,499.0,500.0,2026-08-31T11:38:14.963Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,43.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00041903.JPEG,salt or pepper shaker,,1.0,bbox,,"[[103,315,371,809]]",1,582.0,815.0,2026-08-31T11:38:25.103Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,44.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00005713.JPEG,"person, soccer ball",,2.0,bbox,,"[[95,15,205,116],[119,115,171,214]]",2,300.0,225.0,2026-08-31T11:38:40.348Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,45.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00042150.JPEG,"car, individual, unicycle",,3.0,bbox,,"[[28,140,240,241],[235,257,304,335],[384,119,417,181],[242,98,333,334],[84,111,99,150],[55,108,72,146],[25,111,43,150],[-4,114,13,180],[459,183,521,291]]",9,500.0,375.0,2026-08-31T11:39:25.703Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,46.0,multi,human_bbox_annotation,2,ILSVRC2013_val_00001956.JPEG,"ucp or mug, strawberry, table",,3.0,bbox,,"[[354,124,498,408],[10,35,240,286],[43,54,116,108],[17,18,472,491]]",4,500.0,500.0,2026-08-31T11:40:10.523Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,47.0,udacity,human_bbox_annotation,2,1478020280197384728.jpg,car,,1.0,bbox,,"[[237,131,328,174]]",1,480.0,300.0,2026-08-31T11:40:20.953Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,48.0,udacity,human_bbox_annotation,2,1479500700123235425.jpg,truck,,1.0,bbox,,"[[1,105,102,175]]",1,480.0,300.0,2026-08-31T11:40:31.723Z,2026-08-31T11:40:42.290Z
annotator_0002,session_0002,49.0,udacity,human_bbox_annotation,2,1479501447174309879.jpg,car,,1.0,bbox,,"[[4,101,348,244]]",1,480.0,300.0,2026-08-31T11:40:40.463Z,2026-08-31T11:40:42.290Z
annotator_0003,session_0003,,single/solo,human_bbox_annotation,3,ILSVRC2012_val_00006233.JPEG,diaper,,1.0,bbox,,"[[155,219,227,334]]",1,375.0,500.0,2026-08-31T11:42:27.086Z,2026-08-31T12:01:45.523Z
annotator_0003,session_0003,1.0,single/solo,human_bbox_annotation,3,ILSVRC2012_val_00010994.JPEG,dot,,1.0,bbox,,"[[9,47,180,265],[182,42,397,86]]",2,500.0,375.0,2026-08-31T11:43:15.997Z,2026-08-31T12:01:45.523Z
annotator_0003,session_0003,2.0,single/solo,human_bbox_annotation,3,ILSVRC2012_val_00047845.JPEG,sneak,,1.0,bbox,,"[[22,131,448,294]]",1,500.0,375.0,2026-08-31T11:44:00.421Z,2026-08-31T12:01:45.523Z
annotator_0003,session_0003,3.0,single/multi,human_bbox_annotation,3,ILSVRC2012_val_00041903.JPEG,salt or pepper shaker,,1.0,bbox,,"[[102,303,361,817]]",1,582.0,815.0,2026-08-31T11:44:14.940Z,2026-08-31T12:01:45.523Z
annotator_0003,session_0003,4.0,single/multi,human_bbox_annotation,3,ILSVRC2012_val_00044520.JPEG,iuod,,1.0,reject,unclear_image,[],0,500.0,241.0,2026-08-31T11:44:37.180Z,2026-08-31T12:01:45.523Z
annotator_0003,session_0003,5.0,single/multi,human_bbox_annotation,3,ILSVRC2012_val_00004401.JPEG,islpod,,1.0,reject,unclear_label,[],0,375.0,500.0,2026-08-31T11:44:55.084Z,2026-08-31T12:01:45.523Z
annotator_0003,session_0003,6.0,multi,human_bbox_annotation,3,ILSVRC2012_val_00022857.JPEG,"dog, person",,2.0,bbox,,"[[3,67,303,392],[350,3,503,374]]",2,500.0,375.0,2026-08-31T11:45:32.307Z,2026-08-31T12:01:45.523Z
annotator_0003,session_0003,7.0,multi,human_bbox_annotation,3,ILSVRC2012_val_00039154.JPEG,"pirson, racket",,2.0,bbox,,"[[265,197,353,375],[31,7,297,378]]",2,500.0,376.0,2026-08-31T11:46:05.947Z,2026-08-31T12:01:45.523Z
